NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.7563; Y = 0.193422
X = 0.507649; Y = 0.902232
X = 0.465304; Y = 0.283327
X = 0.614883; Y = 0.935467
X = 0.623231; Y = 0.927107
X = 0.618722; Y = 0.931833
X = 0.32658; Y = 0.454203
X = 0.817627; Y = 0.16957
X = 0.821044; Y = 0.173569
X = 0.808863; Y = 0.166922
X = 0.344598; Y = 0.639385
X = 0.335243; Y = 0.643206
X = 0.817184; Y = 0.884601
X = 0.827287; Y = 0.174093
X = 0.82847; Y = 0.180035
X = 0.823521; Y = 0.182521
X = 0.460915; Y = 0.286052
X = 0.465666; Y = 0.290818
X = 0.30522; Y = 0.429713
X = 0.309108; Y = 0.435952
X = 0.309518; Y = 0.424858
X = 0.31274; Y = 0.439805
X = 0.319083; Y = 0.468087
X = 0.309604; Y = 0.472693
X = 0.314961; Y = 0.472506
X = 0.351329; Y = 0.328034
X = 0.342335; Y = 0.329841
X = 0.351804; Y = 0.556955
X = 0.321852; Y = 0.472533
X = 0.426912; Y = 0.337344
X = 0.632978; Y = 0.228633
X = 0.647646; Y = 0.90217
X = 0.482525; Y = 0.887096
X = 0.437707; Y = 0.854991
X = 0.742542; Y = 0.184345
X = 0.736823; Y = 0.180132
X = 0.436024; Y = 0.866689
X = 0.438432; Y = 0.882127
X = 0.434233; Y = 0.876073
X = 0.3482; Y = 0.847431
X = 0.35266; Y = 0.843998
X = 0.342663; Y = 0.846295
X = 0.345899; Y = 0.84235
X = 0.757877; Y = 0.203969
X = 0.751454; Y = 0.194746
X = 0.371539; Y = 0.849911
X = 0.377846; Y = 0.844231
X = 0.6858; Y = 0.914909
X = 0.688176; Y = 0.19574
X = 0.685883; Y = 0.190466
X = 0.790686; Y = 0.901417
X = 0.799149; Y = 0.898834
X = 0.610259; Y = 0.946799
X = 0.609714; Y = 0.953609
X = 0.59865; Y = 0.957562
X = 0.603083; Y = 0.955174
X = 0.319239; Y = 0.39726
X = 0.310946; Y = 0.595814
X = 0.317948; Y = 0.597494
X = 0.739239; Y = 0.246215
X = 0.653403; Y = 0.914758
X = 0.298703; Y = 0.614202
X = 0.300007; Y = 0.62206
X = 0.295215; Y = 0.620584
X = 0.341211; Y = 0.537376
X = 0.598898; Y = 0.235594
X = 0.596949; Y = 0.243726
X = 0.639242; Y = 0.925413
X = 0.326878; Y = 0.360936
X = 0.333513; Y = 0.360983
X = 0.383257; Y = 0.839154
X = 0.497214; Y = 0.260813
X = 0.492001; Y = 0.259015
X = 0.296842; Y = 0.481457
X = 0.301022; Y = 0.477349
X = 0.296117; Y = 0.486408
X = 0.830891; Y = 0.18644
X = 0.823446; Y = 0.188811
X = 0.329297; Y = 0.366232
X = 0.31767; Y = 0.366001
X = 0.532487; Y = 0.2399
X = 0.541154; Y = 0.22924
X = 0.533855; Y = 0.23497
X = 0.534522; Y = 0.245881
X = 0.337664; Y = 0.790433
X = 0.329927; Y = 0.792419
X = 0.356467; Y = 0.651642
X = 0.35691; Y = 0.645031
X = 0.811026; Y = 0.883322
X = 0.812174; Y = 0.888864
X = 0.324606; Y = 0.793586
X = 0.390617; Y = 0.332471
X = 0.379196; Y = 0.327716
X = 0.3387; Y = 0.639163
X = 0.448727; Y = 0.885771
X = 0.463712; Y = 0.883723
X = 0.458681; Y = 0.884304
X = 0.852471; Y = 0.162378
X = 0.858523; Y = 0.161278
X = 0.863807; Y = 0.163184
X = 0.589014; Y = 0.242271
X = 0.593329; Y = 0.238242
X = 0.589906; Y = 0.247582
X = 0.43253; Y = 0.858128
X = 0.429908; Y = 0.869836
X = 0.441104; Y = 0.860347
X = 0.4276; Y = 0.861464
X = 0.333104; Y = 0.836627
X = 0.337625; Y = 0.841256
X = 0.32887; Y = 0.833383
X = 0.326313; Y = 0.673741
X = 0.331114; Y = 0.67225
X = 0.319617; Y = 0.683253
X = 0.320859; Y = 0.676082
X = 0.333151; Y = 0.336448
X = 0.337474; Y = 0.333849
X = 0.320784; Y = 0.832277
X = 0.326518; Y = 0.83912
X = 0.328619; Y = 0.827313
X = 0.320905; Y = 0.83878
X = 0.316665; Y = 0.408831
X = 0.320871; Y = 0.413647
X = 0.836448; Y = 0.192702
X = 0.319045; Y = 0.59165
X = 0.321967; Y = 0.586616
X = 0.373765; Y = 0.321368
X = 0.368586; Y = 0.322634
X = 0.31898; Y = 0.526584
X = 0.311805; Y = 0.52629
X = 0.308319; Y = 0.520766
X = 0.312136; Y = 0.516769
X = 0.326251; Y = 0.523551
X = 0.549765; Y = 0.915198
X = 0.557896; Y = 0.925541
X = 0.553202; Y = 0.923685
X = 0.562148; Y = 0.921127
X = 0.554681; Y = 0.913515
X = 0.374017; Y = 0.713604
X = 0.398251; Y = 0.845442
X = 0.393641; Y = 0.853388
X = 0.401653; Y = 0.856599
X = 0.792068; Y = 0.171688
X = 0.309658; Y = 0.797867
X = 0.317205; Y = 0.795374
X = 0.307594; Y = 0.786309
X = 0.305423; Y = 0.79423
X = 0.47482; Y = 0.885182
X = 0.476448; Y = 0.879102
X = 0.805671; Y = 0.891061
X = 0.29135; Y = 0.63243
X = 0.299754; Y = 0.637454
X = 0.786097; Y = 0.168785
X = 0.791512; Y = 0.165008
X = 0.800193; Y = 0.167574
X = 0.449465; Y = 0.311916
X = 0.45413; Y = 0.305684
X = 0.448088; Y = 0.316774
X = 0.351922; Y = 0.851547
X = 0.357033; Y = 0.851938
X = 0.578393; Y = 0.256419
X = 0.339994; Y = 0.717938
X = 0.339445; Y = 0.72398
X = 0.337021; Y = 0.731144
X = 0.344848; Y = 0.719841
X = 0.74464; Y = 0.15993
X = 0.737459; Y = 0.163628
X = 0.734507; Y = 0.16918
X = 0.738227; Y = 0.174361
X = 0.617979; Y = 0.219911
X = 0.612652; Y = 0.219313
X = 0.607093; Y = 0.225597
X = 0.605345; Y = 0.219743
X = 0.31188; Y = 0.812951
X = 0.314042; Y = 0.818604
X = 0.315467; Y = 0.807056
X = 0.318964; Y = 0.821871
X = 0.317322; Y = 0.447645
X = 0.304581; Y = 0.438889
X = 0.306813; Y = 0.443452
X = 0.311959; Y = 0.444795
X = 0.514139; Y = 0.246501
X = 0.520568; Y = 0.248984
X = 0.50548; Y = 0.256108
X = 0.411612; Y = 0.351325
X = 0.403155; Y = 0.359103
X = 0.3028; Y = 0.448578
X = 0.312163; Y = 0.451104
X = 0.317149; Y = 0.442644
X = 0.351338; Y = 0.646802
X = 0.351158; Y = 0.652893
X = 0.349416; Y = 0.64176
X = 0.735116; Y = 0.159066
X = 0.740758; Y = 0.154891
X = 0.600844; Y = 0.226416
X = 0.599532; Y = 0.216524
X = 0.606193; Y = 0.210323
X = 0.612657; Y = 0.21373
X = 0.595995; Y = 0.220252
X = 0.761993; Y = 0.167011
X = 0.767583; Y = 0.169616
X = 0.784062; Y = 0.911441
X = 0.788408; Y = 0.906151
X = 0.308727; Y = 0.770852
X = 0.30748; Y = 0.776138
X = 0.296102; Y = 0.430907
X = 0.304928; Y = 0.422438
X = 0.298215; Y = 0.423755
X = 0.328038; Y = 0.822134
X = 0.324493; Y = 0.705509
X = 0.325797; Y = 0.70068
X = 0.324625; Y = 0.710642
X = 0.332198; Y = 0.713193
X = 0.584224; Y = 0.248637
X = 0.583308; Y = 0.240243
X = 0.526018; Y = 0.254046
X = 0.529316; Y = 0.262125
X = 0.318026; Y = 0.703216
X = 0.3194; Y = 0.698102
X = 0.577261; Y = 0.23597
X = 0.581097; Y = 0.232097
X = 0.475145; Y = 0.895117
X = 0.469802; Y = 0.880446
X = 0.4674; Y = 0.889022
X = 0.444435; Y = 0.306052
X = 0.440772; Y = 0.314353
X = 0.450151; Y = 0.894748
X = 0.4546; Y = 0.891078
X = 0.442739; Y = 0.888209
X = 0.567837; Y = 0.919424
X = 0.574694; Y = 0.932369
X = 0.565887; Y = 0.924455
X = 0.568775; Y = 0.932177
X = 0.421839; Y = 0.872425
X = 0.428832; Y = 0.874786
X = 0.738324; Y = 0.148869
X = 0.749649; Y = 0.152223
X = 0.734028; Y = 0.153448
X = 0.743975; Y = 0.148493
X = 0.587445; Y = 0.949547
X = 0.59173; Y = 0.95518
X = 0.333611; Y = 0.544322
X = 0.343782; Y = 0.542818
X = 0.332615; Y = 0.552159
X = 0.505473; Y = 0.924289
X = 0.523561; Y = 0.924003
X = 0.510748; Y = 0.928115
X = 0.51746; Y = 0.930158
X = 0.321154; Y = 0.533349
X = 0.315555; Y = 0.531743
X = 0.326757; Y = 0.531505
X = 0.30952; Y = 0.394825
X = 0.315392; Y = 0.400603
X = 0.289295; Y = 0.621788
X = 0.293852; Y = 0.628
X = 0.291903; Y = 0.614564
X = 0.752523; Y = 0.158523
X = 0.758018; Y = 0.162094
X = 0.349125; Y = 0.65888
X = 0.370978; Y = 0.707746
X = 0.83565; Y = 0.179779
X = 0.836733; Y = 0.18507
X = 0.460072; Y = 0.303041
X = 0.466581; Y = 0.304204
X = 0.591188; Y = 0.217067
X = 0.59513; Y = 0.212314
X = 0.598861; Y = 0.207349
X = 0.293533; Y = 0.374365
X = 0.297796; Y = 0.36454
X = 0.2921; Y = 0.367167
X = 0.434336; Y = 0.329314
X = 0.444883; Y = 0.32485
X = 0.439836; Y = 0.32308
X = 0.764437; Y = 0.161308
X = 0.514918; Y = 0.23985
X = 0.519855; Y = 0.242784
X = 0.5079; Y = 0.239668
X = 0.332; Y = 0.650502
X = 0.340465; Y = 0.648341
X = 0.327764; Y = 0.64704
X = 0.593222; Y = 0.232247
X = 0.58642; Y = 0.234796
X = 0.588856; Y = 0.229649
X = 0.352424; Y = 0.340058
X = 0.317545; Y = 0.827603
X = 0.309802; Y = 0.821311
X = 0.311631; Y = 0.826701
X = 0.611495; Y = 0.961703
X = 0.615129; Y = 0.949702
X = 0.606144; Y = 0.961021
X = 0.618866; Y = 0.955379
X = 0.615764; Y = 0.942309
X = 0.663487; Y = 0.918528
X = 0.670425; Y = 0.917291
X = 0.317942; Y = 0.670279
X = 0.325037; Y = 0.664443
X = 0.329967; Y = 0.667367
X = 0.732105; Y = 0.930039
X = 0.725017; Y = 0.924044
X = 0.737973; Y = 0.92555
X = 0.529848; Y = 0.91725
X = 0.524655; Y = 0.917677
X = 0.534876; Y = 0.917795
X = 0.460561; Y = 0.323325
X = 0.540389; Y = 0.917913
X = 0.628191; Y = 0.923242
X = 0.628028; Y = 0.930689
X = 0.624932; Y = 0.935792
X = 0.335541; Y = 0.720494
X = 0.563669; Y = 0.228478
X = 0.572453; Y = 0.231051
X = 0.57057; Y = 0.23655
X = 0.316734; Y = 0.509272
X = 0.508606; Y = 0.246496
X = 0.502061; Y = 0.245119
X = 0.632554; Y = 0.21588
X = 0.624932; Y = 0.216226
X = 0.430647; Y = 0.879573
X = 0.433683; Y = 0.884425
X = 0.425961; Y = 0.88147
X = 0.52754; Y = 0.242233
X = 0.526205; Y = 0.247163
X = 0.521473; Y = 0.235617
X = 0.759206; Y = 0.154192
X = 0.431865; Y = 0.340135
X = 0.57684; Y = 0.918887
X = 0.752345; Y = 0.903834
X = 0.317737; Y = 0.49819
X = 0.320936; Y = 0.493574
X = 0.325596; Y = 0.654905
X = 0.323071; Y = 0.642391
X = 0.319635; Y = 0.648675
X = 0.330711; Y = 0.655942
X = 0.388678; Y = 0.325263
X = 0.398948; Y = 0.329992
X = 0.897766; Y = 0.211604
X = 0.776439; Y = 0.171074
X = 0.782236; Y = 0.161589
X = 0.424708; Y = 0.866872
X = 0.456209; Y = 0.828492
X = 0.577794; Y = 0.241339
X = 0.445768; Y = 0.300235
X = 0.436093; Y = 0.310104
X = 0.435686; Y = 0.301616
X = 0.884507; Y = 0.20575
X = 0.88205; Y = 0.200769
X = 0.645268; Y = 0.927005
X = 0.654164; Y = 0.920808
X = 0.655333; Y = 0.925713
X = 0.702625; Y = 0.190015
X = 0.707729; Y = 0.196969
X = 0.32874; Y = 0.555506
X = 0.327286; Y = 0.560536
X = 0.328066; Y = 0.547847
X = 0.323029; Y = 0.553975
X = 0.36235; Y = 0.850672
X = 0.376444; Y = 0.85302
X = 0.368713; Y = 0.857296
X = 0.711161; Y = 0.192139
X = 0.709647; Y = 0.18716
X = 0.71394; Y = 0.199433
X = 0.716121; Y = 0.194806
X = 0.861759; Y = 0.155447
X = 0.869038; Y = 0.16581
X = 0.562053; Y = 0.933613
X = 0.570084; Y = 0.937418
X = 0.564063; Y = 0.938924
X = 0.797544; Y = 0.162545
X = 0.813934; Y = 0.193911
X = 0.430105; Y = 0.297083
X = 0.438186; Y = 0.293966
X = 0.430393; Y = 0.309423
X = 0.427264; Y = 0.304399
X = 0.31862; Y = 0.455327
X = 0.321649; Y = 0.450358
X = 0.636265; Y = 0.889881
X = 0.505737; Y = 0.931108
X = 0.513621; Y = 0.933901
X = 0.86401; Y = 0.175275
X = 0.89368; Y = 0.252959
X = 0.775624; Y = 0.91587
X = 0.318432; Y = 0.46175
X = 0.310206; Y = 0.463651
X = 0.313743; Y = 0.467411
X = 0.327269; Y = 0.733386
X = 0.323869; Y = 0.745003
X = 0.332521; Y = 0.734351
X = 0.545516; Y = 0.919014
X = 0.532496; Y = 0.912414
X = 0.742342; Y = 0.889598
X = 0.746343; Y = 0.910847
X = 0.753733; Y = 0.909068
X = 0.61916; Y = 0.214734
X = 0.317428; Y = 0.710397
X = 0.331966; Y = 0.529885
X = 0.337294; Y = 0.533577
X = 0.334924; Y = 0.52445
X = 0.798436; Y = 0.891752
X = 0.788876; Y = 0.159575
X = 0.795134; Y = 0.155781
X = 0.452416; Y = 0.29603
X = 0.458732; Y = 0.298124
X = 0.629371; Y = 0.938537
X = 0.621131; Y = 0.94076
X = 0.62795; Y = 0.944838
X = 0.306428; Y = 0.816036
X = 0.29086; Y = 0.361515
X = 0.282322; Y = 0.366826
X = 0.2844; Y = 0.371823
X = 0.285442; Y = 0.361708
X = 0.422502; Y = 0.86187
X = 0.415388; Y = 0.870243
X = 0.407662; Y = 0.337946
X = 0.412326; Y = 0.342061
X = 0.33392; Y = 0.81892
X = 0.303145; Y = 0.462208
X = 0.301778; Y = 0.468587
X = 0.310819; Y = 0.458529
X = 0.303616; Y = 0.592245
X = 0.311947; Y = 0.588188
X = 0.304503; Y = 0.598578
X = 0.758091; Y = 0.921887
X = 0.754542; Y = 0.917682
X = 0.758992; Y = 0.926998
X = 0.28919; Y = 0.638439
X = 0.284464; Y = 0.627731
X = 0.29567; Y = 0.641268
X = 0.282665; Y = 0.636368
X = 0.338204; Y = 0.659337
X = 0.345224; Y = 0.670674
X = 0.343146; Y = 0.661311
X = 0.338577; Y = 0.664923
X = 0.460166; Y = 0.889712
X = 0.384704; Y = 0.329096
X = 0.405773; Y = 0.862527
X = 0.396405; Y = 0.861581
X = 0.402649; Y = 0.866487
X = 0.410759; Y = 0.859854
X = 0.408955; Y = 0.853629
X = 0.426685; Y = 0.890013
X = 0.421657; Y = 0.878652
X = 0.421915; Y = 0.886605
X = 0.314869; Y = 0.554233
X = 0.317514; Y = 0.548616
X = 0.321506; Y = 0.558983
X = 0.315101; Y = 0.559382
X = 0.295987; Y = 0.393923
X = 0.302973; Y = 0.39916
X = 0.293808; Y = 0.3873
X = 0.290505; Y = 0.475754
X = 0.289401; Y = 0.486234
X = 0.296585; Y = 0.473502
X = 0.300526; Y = 0.784564
X = 0.303309; Y = 0.779224
X = 0.299579; Y = 0.791918
X = 0.586226; Y = 0.959749
X = 0.588212; Y = 0.96449
X = 0.594707; Y = 0.960936
X = 0.858004; Y = 0.151978
X = 0.852712; Y = 0.156167
X = 0.744063; Y = 0.19015
X = 0.749771; Y = 0.188659
X = 0.319768; Y = 0.716597
X = 0.312353; Y = 0.715513
X = 0.31241; Y = 0.704038
X = 0.308597; Y = 0.710482
X = 0.745963; Y = 0.194811
X = 0.739503; Y = 0.19669
X = 0.736036; Y = 0.187184
X = 0.334013; Y = 0.684141
X = 0.31077; Y = 0.833759
X = 0.323506; Y = 0.827339
X = 0.307884; Y = 0.409227
X = 0.312962; Y = 0.412631
X = 0.314607; Y = 0.417836
X = 0.311052; Y = 0.404501
X = 0.417068; Y = 0.852232
X = 0.417445; Y = 0.862393
X = 0.77363; Y = 0.17832
X = 0.337901; Y = 0.541684
X = 0.356839; Y = 0.858196
X = 0.34974; Y = 0.857599
X = 0.34279; Y = 0.851926
X = 0.556802; Y = 0.933514
X = 0.55896; Y = 0.940718
X = 0.630616; Y = 0.207567
X = 0.624147; Y = 0.210577
X = 0.284833; Y = 0.644865
X = 0.286339; Y = 0.632466
X = 0.291671; Y = 0.646314
X = 0.688924; Y = 0.926377
X = 0.695253; Y = 0.930252
X = 0.69049; Y = 0.932095
X = 0.687134; Y = 0.92095
X = 0.334411; Y = 0.328368
X = 0.329472; Y = 0.332454
X = 0.55395; Y = 0.929098
X = 0.311118; Y = 0.358937
X = 0.305048; Y = 0.359819
X = 0.316498; Y = 0.360766
X = 0.631586; Y = 0.199514
X = 0.621067; Y = 0.205163
X = 0.741659; Y = 0.205756
X = 0.735708; Y = 0.205309
X = 0.823093; Y = 0.167016
X = 0.82808; Y = 0.168812
X = 0.280648; Y = 0.359849
X = 0.273508; Y = 0.368611
X = 0.276096; Y = 0.362255
X = 0.278516; Y = 0.372635
X = 0.689438; Y = 0.937777
X = 0.681785; Y = 0.933513
X = 0.697152; Y = 0.938998
X = 0.682232; Y = 0.927665
X = 0.834613; Y = 0.174118
X = 0.589911; Y = 0.204599
X = 0.585807; Y = 0.212198
X = 0.316757; Y = 0.643359
X = 0.305865; Y = 0.644908
X = 0.311416; Y = 0.64533
X = 0.296538; Y = 0.781012
X = 0.295243; Y = 0.786366
X = 0.814479; Y = 0.163217
X = 0.829715; Y = 0.160458
X = 0.823142; Y = 0.161956
X = 0.832738; Y = 0.164753
X = 0.58411; Y = 0.226836
X = 0.590268; Y = 0.223054
X = 0.451669; Y = 0.325308
X = 0.369131; Y = 0.867233
X = 0.363155; Y = 0.860564
X = 0.371127; Y = 0.86194
X = 0.376417; Y = 0.859773
X = 0.289662; Y = 0.378003
X = 0.294744; Y = 0.381542
X = 0.313355; Y = 0.650308
X = 0.892791; Y = 0.206921
X = 0.685587; Y = 0.907945
X = 0.332604; Y = 0.323045
X = 0.337518; Y = 0.32436
X = 0.343207; Y = 0.324133
X = 0.326802; Y = 0.326948
X = 0.335746; Y = 0.318776
X = 0.775288; Y = 0.166078
X = 0.769437; Y = 0.163243
X = 0.393545; Y = 0.327087
X = 0.381175; Y = 0.321744
X = 0.620734; Y = 0.946441
X = 0.305386; Y = 0.456766
X = 0.332983; Y = 0.661269
X = 0.298486; Y = 0.592106
X = 0.296651; Y = 0.599164
X = 0.301104; Y = 0.603056
X = 0.306099; Y = 0.604773
X = 0.716778; Y = 0.914444
X = 0.58299; Y = 0.254058
X = 0.44289; Y = 0.853602
X = 0.442596; Y = 0.895312
X = 0.452103; Y = 0.903636
X = 0.458017; Y = 0.899942
X = 0.444225; Y = 0.902488
X = 0.747501; Y = 0.208132
X = 0.544042; Y = 0.930001
X = 0.550458; Y = 0.93315
X = 0.548233; Y = 0.926109
X = 0.308816; Y = 0.550622
X = 0.307281; Y = 0.556314
X = 0.345443; Y = 0.651596
X = 0.316254; Y = 0.800653
X = 0.328351; Y = 0.641719
X = 0.357966; Y = 0.86595
X = 0.304368; Y = 0.497915
X = 0.29756; Y = 0.494373
X = 0.704308; Y = 0.185178
X = 0.716659; Y = 0.185717
X = 0.327324; Y = 0.71708
X = 0.329624; Y = 0.727997
X = 0.727867; Y = 0.179837
X = 0.731909; Y = 0.18281
X = 0.732338; Y = 0.174498
X = 0.730558; Y = 0.187663
X = 0.594919; Y = 0.227323
X = 0.318567; Y = 0.746216
X = 0.314289; Y = 0.7505
X = 0.308192; Y = 0.808201
X = 0.303466; Y = 0.811119
X = 0.433937; Y = 0.289531
X = 0.427482; Y = 0.288793
X = 0.421936; Y = 0.295446
X = 0.615143; Y = 0.207593
X = 0.297473; Y = 0.607697
X = 0.321905; Y = 0.444473
X = 0.310974; Y = 0.503412
X = 0.308119; Y = 0.507564
X = 0.561678; Y = 0.911065
X = 0.720791; Y = 0.930871
X = 0.717826; Y = 0.924545
X = 0.333331; Y = 0.623492
X = 0.299489; Y = 0.771496
X = 0.303313; Y = 0.766037
X = 0.879863; Y = 0.192946
X = 0.87485; Y = 0.189025
X = 0.729166; Y = 0.2059
X = 0.726678; Y = 0.201295
X = 0.731503; Y = 0.19765
X = 0.40957; Y = 0.866238
X = 0.702575; Y = 0.937004
X = 0.868172; Y = 0.171306
X = 0.74481; Y = 0.2007
X = 0.313465; Y = 0.695783
X = 0.458251; Y = 0.290973
X = 0.471368; Y = 0.298939
X = 0.464805; Y = 0.297949
X = 0.549561; Y = 0.22558
X = 0.558755; Y = 0.224302
X = 0.526618; Y = 0.231284
X = 0.533785; Y = 0.229496
X = 0.307586; Y = 0.657143
X = 0.317592; Y = 0.658836
X = 0.753233; Y = 0.928799
X = 0.429452; Y = 0.281831
X = 0.434924; Y = 0.281385
X = 0.443325; Y = 0.287474
X = 0.335804; Y = 0.654336
X = 0.327602; Y = 0.659985
X = 0.421534; Y = 0.336711
X = 0.421051; Y = 0.342773
X = 0.423445; Y = 0.330856
X = 0.783564; Y = 0.152185
X = 0.775934; Y = 0.155416
X = 0.525039; Y = 0.928992
X = 0.522486; Y = 0.933831
X = 0.518821; Y = 0.939141
X = 0.432378; Y = 0.853103
X = 0.634246; Y = 0.928463
X = 0.274321; Y = 0.352958
X = 0.268616; Y = 0.358766
X = 0.26989; Y = 0.363605
X = 0.367104; Y = 0.841744
X = 0.684713; Y = 0.940571
X = 0.678551; Y = 0.938695
X = 0.674819; Y = 0.928158
X = 0.673574; Y = 0.934845
X = 0.568648; Y = 0.226136
X = 0.577437; Y = 0.223155
X = 0.380769; Y = 0.666676
X = 0.791347; Y = 0.149907
X = 0.798415; Y = 0.146728
X = 0.800923; Y = 0.154056
X = 0.309433; Y = 0.692436
X = 0.314401; Y = 0.68933
X = 0.307727; Y = 0.701164
X = 0.337297; Y = 0.849725
X = 0.543524; Y = 0.936789
X = 0.538068; Y = 0.934261
X = 0.53979; Y = 0.925443
X = 0.535695; Y = 0.929802
X = 0.280975; Y = 0.477147
X = 0.286296; Y = 0.471874
X = 0.291417; Y = 0.470072
X = 0.285059; Y = 0.481474
X = 0.319542; Y = 0.565774
X = 0.326358; Y = 0.56936
X = 0.566027; Y = 0.946314
X = 0.560502; Y = 0.946645
X = 0.570672; Y = 0.9443
X = 0.284326; Y = 0.355814
X = 0.290575; Y = 0.353766
X = 0.284797; Y = 0.464548
X = 0.27904; Y = 0.470484
X = 0.290413; Y = 0.465056
X = 0.651814; Y = 0.930454
X = 0.660829; Y = 0.923176
X = 0.330109; Y = 0.539048
X = 0.324038; Y = 0.542633
X = 0.736844; Y = 0.867397
X = 0.754813; Y = 0.208623
X = 0.310676; Y = 0.803376
X = 0.302171; Y = 0.800763
X = 0.530314; Y = 0.926741
X = 0.534723; Y = 0.923378
X = 0.290819; Y = 0.399331
X = 0.288655; Y = 0.393465
X = 0.298434; Y = 0.401654
X = 0.421758; Y = 0.290386
X = 0.421011; Y = 0.284279
X = 0.291258; Y = 0.773904
X = 0.291575; Y = 0.779458
X = 0.681819; Y = 0.919361
X = 0.447976; Y = 0.281639
X = 0.451404; Y = 0.285779
X = 0.443356; Y = 0.277785
X = 0.44606; Y = 0.291747
X = 0.61662; Y = 0.20046
X = 0.625356; Y = 0.196638
X = 0.283195; Y = 0.350569
X = 0.278325; Y = 0.348551
X = 0.267703; Y = 0.348993
X = 0.272787; Y = 0.347475
X = 0.314729; Y = 0.839735
X = 0.711906; Y = 0.182184
X = 0.407625; Y = 0.873783
X = 0.395169; Y = 0.867239
X = 0.388349; Y = 0.860007
X = 0.387594; Y = 0.865325
X = 0.749742; Y = 0.914725
X = 0.685661; Y = 0.945728
X = 0.676881; Y = 0.943601
X = 0.680772; Y = 0.947007
X = 0.691481; Y = 0.945608
X = 0.426541; Y = 0.856077
X = 0.405774; Y = 0.328856
X = 0.402171; Y = 0.334444
X = 0.398332; Y = 0.324742
X = 0.39958; Y = 0.871561
X = 0.395513; Y = 0.874564
X = 0.388441; Y = 0.87237
X = 0.688182; Y = 0.954777
X = 0.693776; Y = 0.950543
X = 0.684391; Y = 0.950934
X = 0.697587; Y = 0.186709
X = 0.690584; Y = 0.188571
X = 0.361147; Y = 0.319403
X = 0.35567; Y = 0.323427
X = 0.36825; Y = 0.317628
X = 0.454884; Y = 0.856005
X = 0.655986; Y = 0.192039
X = 0.659443; Y = 0.197893
X = 0.876609; Y = 0.176464
X = 0.873442; Y = 0.170457
X = 0.285194; Y = 0.612814
X = 0.281596; Y = 0.622772
X = 0.456534; Y = 0.282366
X = 0.300172; Y = 0.652551
X = 0.307734; Y = 0.650787
X = 0.401583; Y = 0.880067
X = 0.394783; Y = 0.880304
X = 0.330224; Y = 0.847194
X = 0.582754; Y = 0.942278
X = 0.586798; Y = 0.934735
X = 0.296988; Y = 0.804943
X = 0.298283; Y = 0.812775
X = 0.299049; Y = 0.819735
X = 0.468874; Y = 0.31022
X = 0.299599; Y = 0.646481
X = 0.306029; Y = 0.403238
X = 0.691231; Y = 0.199802
X = 0.55915; Y = 0.214985
X = 0.552572; Y = 0.218238
X = 0.564861; Y = 0.21827
X = 0.699764; Y = 0.932515
X = 0.412893; Y = 0.876217
X = 0.294367; Y = 0.795723
X = 0.285001; Y = 0.776806
X = 0.28383; Y = 0.769498
X = 0.289201; Y = 0.768468
X = 0.294602; Y = 0.767068
X = 0.290838; Y = 0.805424
X = 0.292225; Y = 0.811545
X = 0.289184; Y = 0.800446
X = 0.278739; Y = 0.639592
X = 0.286814; Y = 0.651572
X = 0.28193; Y = 0.653177
X = 0.278626; Y = 0.646372
X = 0.442531; Y = 0.271555
X = 0.437139; Y = 0.272795
X = 0.448221; Y = 0.272029
X = 0.431334; Y = 0.320438
X = 0.437311; Y = 0.318666
X = 0.308302; Y = 0.663306
X = 0.300369; Y = 0.659628
X = 0.303315; Y = 0.664663
X = 0.288182; Y = 0.795072
X = 0.286039; Y = 0.790483
X = 0.559102; Y = 0.954486
X = 0.550661; Y = 0.948073
X = 0.566594; Y = 0.951996
X = 0.552109; Y = 0.942794
X = 0.555564; Y = 0.950441
X = 0.606605; Y = 0.967165
X = 0.599039; Y = 0.964706
X = 0.601872; Y = 0.96966
X = 0.581224; Y = 0.965959
X = 0.592872; Y = 0.971071
X = 0.585932; Y = 0.973825
X = 0.310509; Y = 0.497188
X = 0.571354; Y = 0.220953
X = 0.578349; Y = 0.94799
X = 0.583232; Y = 0.955687
X = 0.634359; Y = 0.934607
X = 0.632929; Y = 0.944164
X = 0.638832; Y = 0.941127
X = 0.342457; Y = 0.617272
X = 0.452217; Y = 0.278427
X = 0.283173; Y = 0.800308
X = 0.283816; Y = 0.809103
X = 0.419925; Y = 0.896761
X = 0.426204; Y = 0.897906
X = 0.418163; Y = 0.890442
X = 0.43211; Y = 0.897191
X = 0.434255; Y = 0.890878
X = 0.819614; Y = 0.193043
X = 0.294558; Y = 0.654983
X = 0.280148; Y = 0.630869
X = 0.302873; Y = 0.545353
X = 0.303582; Y = 0.550808
X = 0.311381; Y = 0.543366
X = 0.415091; Y = 0.882017
X = 0.841832; Y = 0.181926
X = 0.314393; Y = 0.49401
X = 0.298388; Y = 0.520502
X = 0.305495; Y = 0.513353
X = 0.300756; Y = 0.525479
X = 0.305704; Y = 0.529752
X = 0.765796; Y = 0.150318
X = 0.764373; Y = 0.155156
X = 0.758689; Y = 0.146237
X = 0.306768; Y = 0.761983
X = 0.316513; Y = 0.504067
X = 0.297657; Y = 0.357465
X = 0.303758; Y = 0.353247
X = 0.308543; Y = 0.351654
X = 0.34482; Y = 0.645439
